area,bedrooms,city,furnishing,locality_tier,price_lakhs
1495,5,Bangalore,Furnished,3,106.47
2013,4,Bangalore,Furnished,3,129.8
2734,4,Delhi,Semi-Furnished,1,293.47
2947,2,Chennai,Semi-Furnished,2,173.67
1274,3,Hyderabad,Unfurnished,1,96.98
1149,2,Chennai,Semi-Furnished,1,88.17
1908,4,Pune,Unfurnished,3,104.6
2069,1,Pune,Furnished,1,167.85
1143,5,Hyderabad,Unfurnished,1,90.16
1437,5,Mumbai,Unfurnished,1,227.47
2999,2,Pune,Semi-Furnished,3,156.62
2530,3,Chennai,Unfurnished,1,192.7
2799,4,Chennai,Unfurnished,2,174.45
1943,1,Hyderabad,Semi-Furnished,1,133.81
1489,5,Mumbai,Semi-Furnished,1,242.64
1005,3,Bangalore,Unfurnished,3,66.01
2300,2,Pune,Unfurnished,1,173.57
1869,4,Mumbai,Furnished,3,198.99
1592,4,Bangalore,Semi-Furnished,1,157.76
1115,5,Delhi,Semi-Furnished,1,136.92
1844,2,Bangalore,Furnished,3,116.66
586,2,Pune,Unfurnished,1,50.75
605,5,Mumbai,Semi-Furnished,3,78.96
760,4,Mumbai,Furnished,1,134.67
2812,2,Mumbai,Unfurnished,2,348.35
1392,4,Mumbai,Furnished,2,191.93
782,3,Bangalore,Furnished,1,86.85
492,5,Mumbai,Furnished,3,70.14
3047,1,Delhi,Semi-Furnished,3,212.66
2574,2,Delhi,Furnished,2,230.93
874,3,Mumbai,Furnished,1,155.3
2660,2,Hyderabad,Unfurnished,1,177.87
2032,2,Mumbai,Unfurnished,1,298.25
506,1,Mumbai,Unfurnished,1,77.33
794,5,Bangalore,Unfurnished,2,70.22
1896,3,Delhi,Semi-Furnished,1,217.21
2382,2,Delhi,Unfurnished,3,160.8
1637,3,Delhi,Semi-Furnished,3,120.75
861,2,Delhi,Furnished,1,106.32
1553,2,Hyderabad,Unfurnished,3,72.88
2804,3,Chennai,Semi-Furnished,3,142.83
647,5,Bangalore,Unfurnished,1,71.82
2212,5,Chennai,Semi-Furnished,2,150.8
3035,2,Hyderabad,Semi-Furnished,2,170.17
2163,1,Delhi,Semi-Furnished,1,225.32
1266,5,Bangalore,Semi-Furnished,1,130.16
1090,1,Hyderabad,Semi-Furnished,2,62.37
3013,5,Mumbai,Semi-Furnished,2,373.53
2270,1,Delhi,Unfurnished,1,232.95
1559,3,Bangalore,Furnished,1,148.41
739,3,Bangalore,Furnished,3,59.11
1026,1,Delhi,Unfurnished,2,86.49
1699,1,Pune,Semi-Furnished,3,88.21
1140,3,Hyderabad,Semi-Furnished,1,87.05
1154,3,Pune,Semi-Furnished,1,103.31
1130,4,Bangalore,Unfurnished,1,107.86
976,2,Chennai,Furnished,3,59.09
2663,5,Pune,Furnished,1,222.1
1786,2,Chennai,Unfurnished,1,130.45
2730,5,Pune,Unfurnished,1,216.49
2278,3,Chennai,Semi-Furnished,2,148.05
2673,3,Pune,Unfurnished,3,138.04
2278,2,Chennai,Furnished,3,119.99
1182,4,Hyderabad,Semi-Furnished,3,66.68
1221,1,Hyderabad,Semi-Furnished,1,84.6
1263,2,Mumbai,Furnished,2,165.83
1037,5,Hyderabad,Unfurnished,3,59.81
1928,4,Pune,Unfurnished,1,154.7
3066,3,Delhi,Unfurnished,1,325.47
2407,4,Hyderabad,Semi-Furnished,2,147.79
2635,2,Delhi,Furnished,1,287.2
2393,3,Bangalore,Furnished,2,186.03
1437,5,Mumbai,Unfurnished,1,239.11
2766,2,Pune,Unfurnished,1,206.2
1191,2,Pune,Furnished,2,90.8
2553,1,Mumbai,Unfurnished,3,242.1
562,5,Pune,Furnished,3,55.45
1864,3,Pune,Semi-Furnished,1,155.0
2277,1,Mumbai,Unfurnished,3,224.83
2354,2,Hyderabad,Semi-Furnished,3,113.77
732,1,Chennai,Unfurnished,2,45.44
2551,5,Pune,Unfurnished,1,202.2
557,4,Hyderabad,Unfurnished,2,41.43
979,1,Chennai,Semi-Furnished,1,74.24
645,5,Mumbai,Semi-Furnished,3,85.13
3139,1,Bangalore,Semi-Furnished,3,179.46
1838,4,Bangalore,Semi-Furnished,3,120.15
1930,2,Mumbai,Semi-Furnished,3,198.02
1730,4,Hyderabad,Semi-Furnished,2,110.61
2197,3,Bangalore,Semi-Furnished,1,197.12
1038,5,Delhi,Unfurnished,1,119.36
2295,2,Bangalore,Furnished,2,169.76
1612,4,Hyderabad,Furnished,2,108.56
2397,4,Delhi,Unfurnished,3,167.78
1980,2,Delhi,Furnished,3,139.06
690,2,Mumbai,Furnished,2,97.72
1692,4,Mumbai,Semi-Furnished,2,224.06
659,1,Hyderabad,Furnished,2,47.16
2450,2,Bangalore,Furnished,2,181.34
1273,1,Bangalore,Furnished,3,80.91
3194,1,Chennai,Furnished,2,183.28
814,5,Hyderabad,Unfurnished,2,59.77
1966,4,Chennai,Unfurnished,2,128.72
2504,1,Bangalore,Unfurnished,1,214.05
1767,1,Mumbai,Semi-Furnished,2,226.53
1749,4,Mumbai,Furnished,2,226.91
2454,4,Hyderabad,Furnished,3,123.92
950,3,Mumbai,Semi-Furnished,2,127.11
2562,2,Delhi,Semi-Furnished,1,273.1
1558,2,Pune,Furnished,3,87.38
560,4,Delhi,Furnished,2,70.43
991,5,Chennai,Semi-Furnished,3,65.34
1709,4,Delhi,Semi-Furnished,3,124.2
2507,4,Bangalore,Semi-Furnished,1,233.53
2402,5,Pune,Semi-Furnished,2,165.69
1552,5,Bangalore,Semi-Furnished,1,149.13
1932,2,Mumbai,Furnished,2,246.66
2793,2,Bangalore,Semi-Furnished,3,165.2
2981,4,Chennai,Unfurnished,2,183.06
2401,4,Mumbai,Furnished,3,254.72
2055,3,Mumbai,Semi-Furnished,2,257.15
1727,3,Bangalore,Semi-Furnished,1,161.96
1869,4,Pune,Unfurnished,3,106.23
2029,4,Bangalore,Unfurnished,2,158.41
2991,1,Chennai,Unfurnished,2,173.0
3196,4,Delhi,Furnished,2,289.54
2886,2,Mumbai,Unfurnished,3,289.43
2430,2,Hyderabad,Unfurnished,2,132.64
517,1,Pune,Furnished,2,41.98
1618,4,Chennai,Furnished,3,94.36
2551,3,Delhi,Furnished,2,227.62
1536,5,Mumbai,Unfurnished,3,165.5
2257,1,Hyderabad,Semi-Furnished,2,124.62
2791,1,Pune,Semi-Furnished,3,139.01
1762,4,Hyderabad,Furnished,2,112.96
2181,5,Chennai,Unfurnished,3,114.16
2138,4,Hyderabad,Unfurnished,2,122.34
2359,2,Mumbai,Furnished,3,237.03
1201,5,Delhi,Unfurnished,1,134.88
890,4,Delhi,Unfurnished,2,85.75
1174,5,Delhi,Semi-Furnished,1,141.06
1669,1,Bangalore,Semi-Furnished,1,146.22
3023,5,Chennai,Unfurnished,2,184.21
496,5,Pune,Unfurnished,1,54.32
2447,5,Mumbai,Semi-Furnished,1,376.54
1924,3,Hyderabad,Semi-Furnished,3,92.44
2403,5,Chennai,Unfurnished,1,180.58
505,1,Mumbai,Furnished,3,60.96
590,1,Hyderabad,Furnished,2,41.81
2239,2,Bangalore,Semi-Furnished,2,161.82
1013,4,Hyderabad,Furnished,1,84.43
850,4,Chennai,Furnished,1,84.62
1499,2,Bangalore,Furnished,1,143.72
655,4,Chennai,Unfurnished,2,49.43
2190,3,Hyderabad,Semi-Furnished,1,155.39
901,2,Delhi,Semi-Furnished,2,87.44
1154,3,Chennai,Semi-Furnished,3,65.85
1597,5,Pune,Unfurnished,3,90.72
2126,2,Hyderabad,Semi-Furnished,1,148.11
1795,3,Mumbai,Semi-Furnished,3,183.85
2224,2,Mumbai,Semi-Furnished,3,225.51
1140,1,Mumbai,Semi-Furnished,2,144.03
2141,4,Delhi,Unfurnished,2,182.58
2164,5,Pune,Unfurnished,2,147.41
1054,4,Chennai,Furnished,2,83.3
2119,5,Delhi,Furnished,3,169.59
1237,1,Delhi,Furnished,2,114.38
1041,4,Bangalore,Semi-Furnished,1,110.17
2110,3,Bangalore,Furnished,1,204.14
1501,2,Delhi,Unfurnished,2,131.82
1970,1,Hyderabad,Unfurnished,1,135.37
3012,2,Mumbai,Unfurnished,2,349.27
2984,2,Pune,Unfurnished,2,190.39
1811,4,Pune,Unfurnished,3,103.7
1030,4,Hyderabad,Furnished,2,76.3
2690,1,Hyderabad,Unfurnished,3,117.14
1322,1,Chennai,Furnished,1,103.53
2328,2,Bangalore,Furnished,3,141.97
764,4,Bangalore,Semi-Furnished,3,59.27
2243,3,Pune,Furnished,3,124.33
1723,2,Bangalore,Semi-Furnished,3,104.13
2879,1,Chennai,Furnished,2,167.33
933,5,Delhi,Unfurnished,1,112.65
568,5,Bangalore,Semi-Furnished,2,62.07
1789,4,Mumbai,Unfurnished,2,237.0
1965,5,Pune,Unfurnished,3,111.61
1506,4,Pune,Furnished,3,98.47
2912,4,Bangalore,Semi-Furnished,2,217.49
2621,3,Pune,Semi-Furnished,3,136.55
1963,2,Hyderabad,Furnished,1,141.63
1472,5,Delhi,Semi-Furnished,3,117.78
494,5,Pune,Semi-Furnished,1,58.46
787,2,Mumbai,Unfurnished,1,126.53
3033,4,Pune,Furnished,3,166.02
2436,3,Chennai,Unfurnished,2,145.55
2485,3,Pune,Semi-Furnished,2,166.83
2229,2,Delhi,Unfurnished,2,190.12
1493,2,Hyderabad,Furnished,1,113.89
2615,1,Bangalore,Semi-Furnished,3,149.47
948,1,Mumbai,Furnished,1,156.78
2687,1,Bangalore,Semi-Furnished,3,155.92
509,3,Pune,Unfurnished,3,34.38
787,4,Chennai,Furnished,1,79.84
3009,1,Delhi,Semi-Furnished,2,250.89
2478,4,Delhi,Semi-Furnished,2,222.7
2745,3,Bangalore,Unfurnished,2,195.95
2235,3,Bangalore,Furnished,3,142.94
799,1,Chennai,Furnished,3,48.56
1046,3,Delhi,Furnished,3,89.12
893,4,Chennai,Furnished,1,85.75
1395,2,Delhi,Semi-Furnished,2,125.1
2400,5,Hyderabad,Semi-Furnished,1,178.22
1636,4,Hyderabad,Unfurnished,3,82.03
834,5,Chennai,Unfurnished,1,74.62
1706,3,Bangalore,Furnished,2,131.29
2020,5,Delhi,Unfurnished,2,185.07
729,5,Hyderabad,Semi-Furnished,2,60.93
1447,4,Pune,Semi-Furnished,1,124.08
695,2,Delhi,Semi-Furnished,1,84.59
2578,5,Chennai,Furnished,1,207.34
2250,3,Bangalore,Furnished,2,174.5
1656,4,Delhi,Unfurnished,3,122.49
1640,3,Mumbai,Furnished,3,176.34
2811,2,Pune,Semi-Furnished,3,143.65
686,4,Mumbai,Unfurnished,2,97.15
2367,5,Hyderabad,Semi-Furnished,1,172.37
1004,2,Delhi,Furnished,2,99.64
708,4,Hyderabad,Furnished,3,53.59
1897,2,Bangalore,Furnished,1,178.54
3132,4,Bangalore,Semi-Furnished,3,187.3
2473,4,Bangalore,Furnished,3,158.96
2543,3,Hyderabad,Semi-Furnished,1,178.69
2423,4,Hyderabad,Furnished,3,126.11
2611,2,Chennai,Semi-Furnished,3,123.29
1861,1,Delhi,Unfurnished,1,192.95
802,1,Hyderabad,Unfurnished,1,53.42
2759,3,Bangalore,Unfurnished,2,192.19
1688,5,Pune,Unfurnished,3,101.21
1825,1,Delhi,Semi-Furnished,1,198.05
1469,3,Chennai,Semi-Furnished,2,95.37
952,4,Chennai,Unfurnished,1,78.22
2998,2,Pune,Semi-Furnished,2,179.56
2599,4,Mumbai,Semi-Furnished,2,326.29
2220,2,Bangalore,Unfurnished,1,205.17
1556,5,Delhi,Semi-Furnished,3,124.65
2712,3,Chennai,Semi-Furnished,3,134.48
1949,3,Hyderabad,Semi-Furnished,3,96.47
1669,1,Chennai,Semi-Furnished,1,120.45
1688,3,Hyderabad,Furnished,1,128.45
1074,5,Chennai,Unfurnished,1,92.86
703,1,Chennai,Semi-Furnished,2,46.79
1975,4,Hyderabad,Semi-Furnished,1,148.69
2891,3,Mumbai,Unfurnished,3,290.02
625,4,Hyderabad,Furnished,3,49.65
2810,4,Pune,Unfurnished,3,146.83
2725,3,Delhi,Unfurnished,1,295.02
1211,2,Hyderabad,Furnished,1,97.8
2187,4,Mumbai,Furnished,3,228.43
904,1,Delhi,Furnished,1,103.29
2534,3,Bangalore,Furnished,2,196.94
2376,1,Hyderabad,Furnished,3,110.92
1424,4,Mumbai,Semi-Furnished,1,238.1
636,4,Pune,Furnished,1,70.07
3119,1,Pune,Unfurnished,1,244.33
1675,4,Bangalore,Semi-Furnished,1,160.8
2906,3,Delhi,Semi-Furnished,1,313.98
2314,4,Pune,Furnished,3,138.27
2590,1,Bangalore,Furnished,2,187.26
2539,1,Delhi,Semi-Furnished,3,170.78
985,3,Delhi,Semi-Furnished,3,78.41
1450,1,Mumbai,Unfurnished,3,143.99
1733,2,Hyderabad,Furnished,1,124.62
1818,4,Pune,Semi-Furnished,1,156.32
570,1,Pune,Semi-Furnished,3,34.48
1953,4,Hyderabad,Furnished,1,153.39
874,1,Pune,Semi-Furnished,1,69.55
2494,1,Delhi,Unfurnished,3,164.48
2328,3,Hyderabad,Unfurnished,3,103.72
2986,4,Chennai,Unfurnished,3,145.33
2498,1,Hyderabad,Furnished,3,116.99
1458,2,Chennai,Unfurnished,1,108.67
3110,5,Mumbai,Unfurnished,3,314.46
1579,5,Hyderabad,Semi-Furnished,3,86.91
1346,3,Delhi,Furnished,3,108.24
2940,3,Hyderabad,Semi-Furnished,3,134.04
1468,2,Pune,Furnished,3,87.69
659,4,Bangalore,Furnished,2,68.71
1741,3,Delhi,Unfurnished,1,190.41
2638,2,Chennai,Furnished,2,165.55
971,1,Chennai,Semi-Furnished,1,75.92
1723,1,Mumbai,Semi-Furnished,1,276.77
807,5,Mumbai,Unfurnished,1,138.31
2337,3,Pune,Semi-Furnished,3,125.9
1758,3,Chennai,Furnished,2,116.17
1358,3,Delhi,Semi-Furnished,2,123.26
1074,4,Hyderabad,Unfurnished,3,57.22
2002,1,Pune,Semi-Furnished,2,125.35
2291,1,Hyderabad,Furnished,2,131.45
3035,2,Bangalore,Furnished,1,275.81
1652,3,Chennai,Unfurnished,3,84.6
891,4,Bangalore,Furnished,2,82.31
2739,3,Chennai,Furnished,1,215.03
2181,3,Mumbai,Unfurnished,3,223.13
2375,5,Bangalore,Furnished,3,155.2
717,1,Mumbai,Semi-Furnished,1,113.55
1309,3,Pune,Semi-Furnished,1,113.91
2561,3,Chennai,Semi-Furnished,1,194.5
2738,3,Pune,Furnished,1,218.34
1646,5,Delhi,Furnished,1,194.95
2663,2,Delhi,Furnished,3,191.69
2764,5,Chennai,Furnished,2,178.02
1515,2,Pune,Furnished,3,89.06
2919,3,Bangalore,Unfurnished,3,164.37
1242,3,Mumbai,Unfurnished,2,163.8
1108,5,Hyderabad,Furnished,2,86.22
2326,3,Mumbai,Semi-Furnished,1,361.56
2201,2,Delhi,Unfurnished,1,234.29
834,1,Mumbai,Unfurnished,2,98.59
2740,2,Hyderabad,Semi-Furnished,1,184.73
999,5,Pune,Semi-Furnished,1,95.86
2663,1,Delhi,Unfurnished,1,270.53
470,5,Delhi,Unfurnished,3,49.02
2641,3,Bangalore,Unfurnished,2,197.68
2614,1,Mumbai,Semi-Furnished,3,252.36
2596,2,Pune,Unfurnished,2,160.03
2278,3,Bangalore,Semi-Furnished,1,209.11
1746,2,Bangalore,Semi-Furnished,2,133.91
2389,1,Bangalore,Semi-Furnished,1,205.42
1212,4,Delhi,Furnished,3,103.02
2597,4,Chennai,Semi-Furnished,1,207.07
1978,1,Delhi,Furnished,2,168.92
1712,2,Chennai,Furnished,3,90.32
1840,2,Delhi,Furnished,2,165.47
2014,4,Hyderabad,Furnished,2,126.4
552,4,Delhi,Semi-Furnished,2,64.29
834,4,Hyderabad,Semi-Furnished,3,52.95
1125,5,Mumbai,Unfurnished,1,179.64
764,4,Pune,Semi-Furnished,2,64.5
1658,2,Mumbai,Unfurnished,3,164.25
2288,1,Hyderabad,Furnished,2,134.83
2249,4,Bangalore,Furnished,2,173.72
1745,5,Chennai,Unfurnished,1,137.87
2801,5,Bangalore,Furnished,1,267.45
2004,2,Bangalore,Unfurnished,3,117.79
667,2,Delhi,Furnished,2,71.33
2553,1,Hyderabad,Unfurnished,1,163.73
2030,1,Delhi,Semi-Furnished,2,175.83
2195,3,Delhi,Semi-Furnished,2,190.47
2004,3,Pune,Furnished,2,140.4
1972,2,Hyderabad,Semi-Furnished,3,90.39
699,2,Hyderabad,Furnished,1,61.98
1987,5,Bangalore,Furnished,2,159.01
2636,3,Pune,Unfurnished,2,164.33
1285,5,Hyderabad,Furnished,3,81.1
2107,5,Mumbai,Furnished,1,344.21
534,2,Hyderabad,Semi-Furnished,1,45.15
1405,2,Pune,Furnished,2,103.21
1650,5,Hyderabad,Furnished,2,111.31
3152,4,Chennai,Furnished,3,164.32
1040,2,Hyderabad,Furnished,2,70.46
1210,4,Bangalore,Semi-Furnished,3,82.79
1573,3,Bangalore,Unfurnished,2,118.57
3179,5,Chennai,Furnished,1,246.37
2796,2,Hyderabad,Semi-Furnished,1,191.15
545,5,Mumbai,Semi-Furnished,3,75.83
1093,5,Pune,Unfurnished,1,97.4
2709,1,Pune,Unfurnished,3,127.09
610,1,Chennai,Unfurnished,1,47.69
2803,3,Chennai,Furnished,1,226.71
1223,1,Mumbai,Unfurnished,1,185.43
2973,2,Chennai,Unfurnished,2,166.77
1257,3,Bangalore,Furnished,2,104.32
1644,5,Delhi,Semi-Furnished,3,128.61
2270,5,Pune,Semi-Furnished,2,157.1
797,1,Chennai,Furnished,2,55.86
1981,5,Delhi,Semi-Furnished,2,186.07
1838,1,Chennai,Unfurnished,3,86.74
2605,4,Delhi,Furnished,2,229.54
3189,5,Pune,Unfurnished,1,260.26
2276,5,Hyderabad,Semi-Furnished,2,145.59
1575,2,Mumbai,Furnished,3,167.78
1567,5,Bangalore,Furnished,1,158.62
1599,1,Delhi,Semi-Furnished,3,112.08
2688,3,Bangalore,Furnished,2,204.77
1333,3,Bangalore,Semi-Furnished,2,101.5
909,2,Bangalore,Semi-Furnished,1,88.56
1369,1,Pune,Unfurnished,3,68.67
512,4,Pune,Semi-Furnished,1,58.48
741,2,Delhi,Semi-Furnished,1,86.65
697,4,Mumbai,Furnished,2,110.2
2571,3,Bangalore,Unfurnished,2,181.24
2436,2,Hyderabad,Furnished,2,144.35
2366,5,Hyderabad,Furnished,1,181.44
1720,1,Mumbai,Furnished,1,265.8
2421,4,Delhi,Semi-Furnished,1,267.1
893,4,Pune,Unfurnished,2,69.22
2926,2,Delhi,Unfurnished,2,245.33
1827,2,Hyderabad,Furnished,2,107.25
3029,1,Hyderabad,Furnished,2,169.95
868,5,Delhi,Semi-Furnished,3,77.03
1817,5,Hyderabad,Unfurnished,2,111.22
2364,2,Hyderabad,Unfurnished,2,129.72
1812,1,Mumbai,Semi-Furnished,2,217.27
1676,1,Delhi,Semi-Furnished,2,140.25
907,1,Chennai,Unfurnished,2,54.82
1497,5,Hyderabad,Furnished,1,122.51
1106,5,Delhi,Semi-Furnished,1,127.95
1279,1,Delhi,Unfurnished,3,88.77
2330,4,Chennai,Unfurnished,2,145.27
2183,1,Delhi,Semi-Furnished,2,183.84
2119,2,Bangalore,Furnished,1,190.95
1444,3,Delhi,Furnished,2,140.21
3089,4,Bangalore,Semi-Furnished,2,229.65
691,5,Chennai,Unfurnished,2,58.87
1392,1,Pune,Furnished,2,96.83
774,1,Chennai,Semi-Furnished,2,51.24
1382,2,Pune,Unfurnished,3,73.09
3095,2,Pune,Semi-Furnished,2,199.91
